field_1,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,bedrooms_per_room,population_per_household,county_name,field_16
"244",-122.21,37.78,"49","898","244","779","245",3.0536,137500,NEAR BAY,3.66530612244898,0.271714922048998,3.17959183673469,Alameda,
"245",-122.22,37.78,"44","2968","710","2269","610",2.3906,111700,NEAR BAY,4.8655737704918,0.23921832884097,3.71967213114754,Alameda,
"246",-122.21,37.78,"43","1702","460","1227","407",1.7188,126800,NEAR BAY,4.18181818181818,0.27027027027027,3.01474201474201,Alameda,
"247",-122.21,37.78,"47","881","248","753","241",2.625,111300,NEAR BAY,3.65560165975104,0.28149829738933,3.12448132780083,Alameda,
"248",-122.22,37.77,"40","494","114","547","135",2.8015,114800,NEAR BAY,3.65925925925926,0.230769230769231,4.05185185185185,Alameda,
"249",-122.22,37.78,"50","1776","473","1807","440",1.7276,102300,NEAR BAY,4.03636363636364,0.266328828828829,4.10681818181818,Alameda,
"250",-122.22,37.78,"44","1678","514","1700","495",2.0801,131900,NEAR BAY,3.38989898989899,0.306317044100119,3.43434343434343,Alameda,
"251",-122.22,37.78,"51","1637","463","1543","393",2.489,119100,NEAR BAY,4.16539440203562,0.282834453268173,3.92620865139949,Alameda,
"252",-122.21,37.76,"52","1420","314","1085","300",1.7546,80600,NEAR BAY,4.73333333333333,0.22112676056338,3.61666666666667,Alameda,
"253",-122.21,37.77,"52","591","173","353","137",4.0904,80600,NEAR BAY,4.31386861313869,0.292724196277496,2.57664233576642,Alameda,
"254",-122.21,37.77,"52","745","153","473","149",2.6765,88800,NEAR BAY,5,0.205369127516779,3.1744966442953,Alameda,
"255",-122.2,37.77,"49","2272","498","1621","483",2.4338,102400,NEAR BAY,4.70393374741201,0.21919014084507,3.35610766045549,Alameda,
"256",-122.21,37.77,"46","1234","375","1183","354",2.3309,98700,NEAR BAY,3.48587570621469,0.303889789303079,3.34180790960452,Alameda,
"257",-122.21,37.77,"43","1017","328","836","277",2.2604,100000,NEAR BAY,3.67148014440433,0.32251720747296,3.01805054151625,Alameda,
"258",-122.19,37.77,"42","932","254","900","263",1.8039,92300,NEAR BAY,3.54372623574144,0.272532188841202,3.42205323193916,Alameda,
"259",-122.2,37.77,"39","2689","597","1888","537",2.2562,94800,NEAR BAY,5.00744878957169,0.22201561918929,3.51582867783985,Alameda,
"260",-122.2,37.77,"41","1547","415","1024","341",2.0562,102000,NEAR BAY,4.5366568914956,0.268261150614092,3.00293255131965,Alameda,
"261",-122.2,37.78,"52","2300","443","1225","423",3.5398,158400,NEAR BAY,5.43735224586288,0.192608695652174,2.89598108747045,Alameda,
"262",-122.2,37.78,"39","1752","399","1071","376",3.1167,121600,NEAR BAY,4.65957446808511,0.227739726027397,2.84840425531915,Alameda,
"263",-122.2,37.78,"50","1867","403","1128","378",2.5401,129100,NEAR BAY,4.93915343915344,0.215854311730048,2.98412698412698,Alameda,
"264",-122.2,37.77,"43","2430","502","1537","484",2.898,121400,NEAR BAY,5.02066115702479,0.206584362139918,3.17561983471074,Alameda,
"265",-122.21,37.78,"44","1729","414","1240","393",2.3125,102800,NEAR BAY,4.39949109414758,0.239444765760555,3.15521628498728,Alameda,
"266",-122.19,37.78,"52","1026","180","469","168",2.875,160000,NEAR BAY,6.10714285714286,0.175438596491228,2.79166666666667,Alameda,
"267",-122.19,37.77,"52","2170","428","1086","425",3.3715,143900,NEAR BAY,5.10588235294118,0.197235023041475,2.55529411764706,Alameda,
"268",-122.19,37.77,"52","2329","445","1144","417",3.5114,151200,NEAR BAY,5.58513189448441,0.19106912838128,2.74340527577938,Alameda,
"269",-122.19,37.78,"52","2492","415","1109","375",4.3125,164400,NEAR BAY,6.64533333333333,0.16653290529695,2.95733333333333,Alameda,
"270",-122.19,37.78,"52","2198","397","984","369",3.22,156500,NEAR BAY,5.95663956639566,0.180618744313012,2.66666666666667,Alameda,
"271",-122.18,37.78,"33","142","31","575","47",3.875,225000,NEAR BAY,3.02127659574468,0.21830985915493,12.2340425531915,Alameda,
"272",-122.19,37.78,"49","1183","205","496","209",5.2328,174200,NEAR BAY,5.66028708133971,0.173288250211327,2.37320574162679,Alameda,
"273",-122.19,37.78,"52","1070","193","555","190",3.7262,166900,NEAR BAY,5.63157894736842,0.180373831775701,2.92105263157895,Alameda,
"274",-122.2,37.78,"45","1766","332","869","327",4.5893,163500,NEAR BAY,5.40061162079511,0.187995469988675,2.65749235474006,Alameda,
"275",-122.18,37.79,"39","617","95","236","106",5.2578,253000,NEAR BAY,5.82075471698113,0.153970826580227,2.22641509433962,Alameda,
"276",-122.18,37.79,"41","1411","233","626","214",7.0875,240700,NEAR BAY,6.59345794392523,0.165131112686038,2.92523364485981,Alameda,
"277",-122.18,37.79,"46","2109","387","922","329",3.9712,208100,NEAR BAY,6.41033434650456,0.183499288762447,2.80243161094225,Alameda,
"278",-122.19,37.79,"47","1229","243","582","256",2.9514,198100,NEAR BAY,4.80078125,0.197721724979658,2.2734375,Alameda,
"279",-122.19,37.79,"50","954","217","546","201",2.6667,172800,NEAR BAY,4.74626865671642,0.227463312368973,2.71641791044776,Alameda,
"280",-122.18,37.81,"37","1643","262","620","266",5.4446,336700,NEAR BAY,6.17669172932331,0.159464394400487,2.33082706766917,Alameda,
"281",-122.18,37.8,"34","1355","195","442","195",6.2838,318200,NEAR BAY,6.94871794871795,0.143911439114391,2.26666666666667,Alameda,
"282",-122.18,37.8,"23","2317","336","955","328",6.7527,285800,NEAR BAY,7.0640243902439,0.145015105740181,2.91158536585366,Alameda,
"283",-122.13,37.77,"24","2459","317","916","324",7.0712,293000,NEAR BAY,7.58950617283951,0.128914192761285,2.82716049382716,Alameda,
"284",-122.16,37.79,"22","12842","2048","4985","1967",5.9849,371000,NEAR BAY,6.52872394509405,0.159476717022271,2.53431621759024,Alameda,
"285",-122.17,37.78,"42","1524","260","651","267",3.6875,157300,NEAR BAY,5.70786516853933,0.170603674540682,2.43820224719101,Alameda,
"286",-122.17,37.77,"30","3326","746","1704","703",2.875,135300,NEAR BAY,4.73115220483642,0.224293445580277,2.42389758179232,Alameda,
"287",-122.18,37.78,"43","1985","440","1085","407",3.4205,136700,NEAR BAY,4.87714987714988,0.221662468513854,2.66584766584767,Alameda,
"288",-122.18,37.78,"50","1642","322","713","284",3.2984,160700,NEAR BAY,5.78169014084507,0.196102314250914,2.51056338028169,Alameda,
"289",-122.17,37.78,"49","893","177","468","181",3.875,140600,NEAR BAY,4.93370165745856,0.198208286674132,2.58563535911602,Alameda,
"290",-122.17,37.78,"52","653","128","296","121",4.175,144000,NEAR BAY,5.39669421487603,0.196018376722818,2.44628099173554,Alameda,
"292",-122.16,37.77,"48","977","194","446","180",4.7708,156300,NEAR BAY,5.42777777777778,0.1985670419652,2.47777777777778,Alameda,
"293",-122.16,37.77,"45","2324","397","968","384",3.5739,176000,NEAR BAY,6.05208333333333,0.170826161790017,2.52083333333333,Alameda,
"294",-122.16,37.77,"39","1583","349","857","316",3.0958,145800,NEAR BAY,5.00949367088608,0.220467466835123,2.7120253164557,Alameda,
"295",-122.17,37.77,"39","1612","342","912","322",3.3958,141900,NEAR BAY,5.00621118012422,0.212158808933002,2.83229813664596,Alameda,
"296",-122.17,37.77,"31","2424","533","1360","452",1.871,90700,NEAR BAY,5.36283185840708,0.219884488448845,3.00884955752212,Alameda,
"297",-122.17,37.76,"41","1594","367","1074","355",1.9356,90600,NEAR BAY,4.49014084507042,0.230238393977415,3.02535211267606,Alameda,
"298",-122.17,37.76,"47","2118","413","965","382",2.1842,107900,NEAR BAY,5.54450261780105,0.194995278564684,2.5261780104712,Alameda,
"299",-122.18,37.76,"37","1575","358","933","320",2.2917,107000,NEAR BAY,4.921875,0.227301587301587,2.915625,Alameda,
"300",-122.17,37.76,"38","1764","397","987","354",2.4333,98200,NEAR BAY,4.98305084745763,0.225056689342404,2.78813559322034,Alameda,
"301",-122.18,37.76,"50","1187","261","907","246",1.9479,89500,NEAR BAY,4.82520325203252,0.219882055602359,3.6869918699187,Alameda,
"302",-122.18,37.76,"52","754","175","447","165",3.9063,93800,NEAR BAY,4.56969696969697,0.23209549071618,2.70909090909091,Alameda,
"303",-122.18,37.76,"49","2308","452","1299","451",1.8407,96700,NEAR BAY,5.11751662971175,0.195840554592721,2.88026607538803,Alameda,
"304",-122.18,37.77,"27","909","236","396","157",2.0786,97500,NEAR BAY,5.78980891719745,0.25962596259626,2.52229299363057,Alameda,
"305",-122.18,37.77,"42","1180","257","877","268",2.8125,97300,NEAR BAY,4.40298507462687,0.217796610169492,3.27238805970149,Alameda,
"306",-122.18,37.76,"43","2018","408","1111","367",1.8913,91200,NEAR BAY,5.49863760217984,0.202180376610505,3.02724795640327,Alameda,
"307",-122.19,37.76,"49","1368","282","790","269",1.7056,91400,NEAR BAY,5.08550185873606,0.206140350877193,2.9368029739777,Alameda,
"308",-122.18,37.77,"52","2744","547","1479","554",2.2768,96200,NEAR BAY,4.95306859205776,0.199344023323615,2.66967509025271,Alameda,
"309",-122.18,37.77,"51","2107","471","1173","438",3.2552,120100,NEAR BAY,4.81050228310502,0.223540579022307,2.67808219178082,Alameda,
"310",-122.18,37.77,"52","1748","362","1029","366",2.0556,100000,NEAR BAY,4.77595628415301,0.207093821510297,2.81147540983607,Alameda,
"311",-122.19,37.76,"52","2024","391","1030","350",2.4659,94700,NEAR BAY,5.78285714285714,0.193181818181818,2.94285714285714,Alameda,
"312",-122.2,37.76,"47","1116","259","826","279",1.75,85700,NEAR BAY,4,0.232078853046595,2.96057347670251,Alameda,
"313",-122.19,37.77,"41","2036","510","1412","454",2.0469,89300,NEAR BAY,4.48458149779736,0.25049115913556,3.11013215859031,Alameda,
"314",-122.19,37.77,"45","1852","393","1132","349",2.7159,101400,NEAR BAY,5.30659025787966,0.212203023758099,3.24355300859599,Alameda,
"315",-122.19,37.76,"41","921","207","522","159",1.2083,72500,NEAR BAY,5.79245283018868,0.224755700325733,3.28301886792453,Alameda,
"316",-122.19,37.76,"45","995","238","630","237",1.925,74100,NEAR BAY,4.19831223628692,0.239195979899497,2.65822784810127,Alameda,
"317",-122.2,37.75,"36","606","132","531","133",1.5809,70000,NEAR BAY,4.55639097744361,0.217821782178218,3.99248120300752,Alameda,
"318",-122.2,37.76,"37","2680","736","1925","667",1.4097,84600,NEAR BAY,4.01799100449775,0.274626865671642,2.88605697151424,Alameda,
"319",-122.19,37.76,"38","1493","370","1144","351",0.7683,81800,NEAR BAY,4.25356125356125,0.247823174815807,3.25925925925926,Alameda,
"320",-122.19,37.75,"19","2207","565","1481","520",1.3194,81400,NEAR BAY,4.24423076923077,0.256003624830086,2.84807692307692,Alameda,
"321",-122.19,37.75,"28","856","189","435","162",0.8012,81800,NEAR BAY,5.28395061728395,0.220794392523364,2.68518518518519,Alameda,
"322",-122.19,37.76,"26","1293","297","984","303",1.9479,85800,NEAR BAY,4.26732673267327,0.22969837587007,3.24752475247525,Alameda,
"323",-122.19,37.74,"36","847","212","567","159",1.1765,87100,NEAR BAY,5.32704402515723,0.250295159386068,3.56603773584906,Alameda,
"324",-122.18,37.74,"42","541","154","380","123",2.3456,83500,NEAR BAY,4.39837398373984,0.284658040665434,3.08943089430894,Alameda,
"326",-122.19,37.74,"43","707","147","417","155",2.5139,83400,NEAR BAY,4.56129032258065,0.207920792079208,2.69032258064516,Alameda,
"328",-122.18,37.73,"42","909","215","646","198",2.9063,80000,NEAR BAY,4.59090909090909,0.236523652365237,3.26262626262626,Alameda,
"329",-122.18,37.73,"43","1391","293","855","285",2.5192,76400,NEAR BAY,4.88070175438596,0.210639827462257,3,Alameda,
"330",-122.18,37.73,"44","548","119","435","136",2.1111,79700,NEAR BAY,4.02941176470588,0.217153284671533,3.19852941176471,Alameda,
"331",-122.18,37.73,"42","4074","874","2736","780",2.455,82400,NEAR BAY,5.22307692307692,0.21453117329406,3.50769230769231,Alameda,
"332",-122.17,37.74,"41","1613","445","1481","414",2.4028,97700,NEAR BAY,3.89613526570048,0.27588344699318,3.57729468599034,Alameda,
"333",-122.17,37.74,"47","463","134","327","137",2.15,97200,NEAR BAY,3.37956204379562,0.289416846652268,2.38686131386861,Alameda,
"334",-122.17,37.74,"43","818","193","494","179",2.4776,101600,NEAR BAY,4.56983240223464,0.235941320293399,2.75977653631285,Alameda,
"335",-122.17,37.73,"43","1473","371","1231","341",2.1587,86500,NEAR BAY,4.31964809384164,0.251866938221317,3.6099706744868,Alameda,
"336",-122.18,37.74,"35","504","126","323","109",1.8438,90500,NEAR BAY,4.62385321100917,0.25,2.96330275229358,Alameda,
"337",-122.17,37.74,"46","1026","226","749","225",3.0298,107600,NEAR BAY,4.56,0.220272904483431,3.32888888888889,Alameda,
"338",-122.17,37.74,"46","769","183","693","178",2.25,84200,NEAR BAY,4.32022471910112,0.237971391417425,3.89325842696629,Alameda,
"339",-122.18,37.74,"46","2103","391","1339","354",2.2467,88900,NEAR BAY,5.94067796610169,0.185924869234427,3.78248587570621,Alameda,
"340",-122.18,37.75,"45","330","76","282","80",4.0469,80700,NEAR BAY,4.125,0.23030303030303,3.525,Alameda,
"341",-122.18,37.75,"46","941","218","621","195",1.325,87100,NEAR BAY,4.82564102564103,0.231668437832094,3.18461538461538,Alameda,
"343",-122.18,37.75,"45","990","261","901","260",2.1731,82000,NEAR BAY,3.80769230769231,0.263636363636364,3.46538461538462,Alameda,
"344",-122.19,37.75,"36","1126","263","482","150",1.9167,82800,NEAR BAY,7.50666666666667,0.233570159857904,3.21333333333333,Alameda,
"345",-122.18,37.75,"43","1036","233","652","213",2.069,84600,NEAR BAY,4.86384976525822,0.224903474903475,3.06103286384977,Alameda,
"346",-122.18,37.75,"36","1047","214","651","166",1.712,82100,NEAR BAY,6.30722891566265,0.204393505253104,3.92168674698795,Alameda,
"347",-122.17,37.76,"33","1280","307","999","286",2.5625,89300,NEAR BAY,4.47552447552448,0.23984375,3.49300699300699,Alameda,
"348",-122.17,37.75,"43","1587","320","907","306",1.9821,98300,NEAR BAY,5.18627450980392,0.201638311279143,2.9640522875817,Alameda,
"349",-122.17,37.75,"41","1257","271","828","230",2.5043,92300,NEAR BAY,5.46521739130435,0.215592680986476,3.6,Alameda,
"350",-122.17,37.75,"44","1218","248","763","254",2.3281,88800,NEAR BAY,4.79527559055118,0.203612479474548,3.00393700787402,Alameda,
"351",-122.17,37.75,"48","1751","390","935","349",1.4375,90000,NEAR BAY,5.01719197707736,0.222729868646488,2.67908309455587,Alameda,
"352",-122.16,37.76,"45","2299","514","1437","484",2.5122,95500,NEAR BAY,4.75,0.223575467594606,2.96900826446281,Alameda,
"353",-122.16,37.75,"38","2457","624","1516","482",1.5625,91700,NEAR BAY,5.09751037344398,0.253968253968254,3.14522821576763,Alameda,
"354",-122.17,37.75,"47","998","211","597","185",3.1587,100400,NEAR BAY,5.39459459459459,0.211422845691383,3.22702702702703,Alameda,
"355",-122.17,37.76,"40","1685","343","949","342",1.8426,94800,NEAR BAY,4.92690058479532,0.203560830860534,2.77485380116959,Alameda,
"356",-122.16,37.76,"46","1827","307","881","302",4.6696,164300,NEAR BAY,6.04966887417219,0.168035030103996,2.91721854304636,Alameda,
"357",-122.16,37.76,"36","2781","574","1438","519",2.4598,155500,NEAR BAY,5.35838150289017,0.206400575332614,2.77071290944123,Alameda,
"358",-122.15,37.76,"39","1823","286","763","270",6.0749,196900,NEAR BAY,6.75185185185185,0.156884256719693,2.82592592592593,Alameda,
"359",-122.14,37.77,"27","2229","365","1297","355",4.8304,279100,NEAR BAY,6.27887323943662,0.163750560789592,3.65352112676056,Alameda,
"360",-122.14,37.76,"34","1513","231","545","211",5.5701,252800,NEAR BAY,7.17061611374408,0.152676801057502,2.58293838862559,Alameda,
"361",-122.13,37.76,"26","3266","491","1222","533",5.37,275400,NEAR BAY,6.12757973733583,0.150336803429271,2.29268292682927,Alameda,
"362",-122.12,37.75,"33","1809","261","808","219",6.86,250000,NEAR BAY,8.26027397260274,0.144278606965174,3.68949771689498,Alameda,
"363",-122.12,37.75,"28","794","111","329","109",7.6923,329800,NEAR BAY,7.28440366972477,0.139798488664987,3.01834862385321,Alameda,
"364",-122.14,37.75,"36","690","105","299","109",4.0313,195500,NEAR BAY,6.3302752293578,0.152173913043478,2.74311926605505,Alameda,
"365",-122.14,37.75,"33","1334","200","579","202",6.8323,255900,NEAR BAY,6.6039603960396,0.149925037481259,2.86633663366337,Alameda,
"366",-122.13,37.75,"30","414","54","137","50",4.975,311100,NEAR BAY,8.28,0.130434782608696,2.74,Alameda,
"367",-122.13,37.75,"36","768","93","229","93",5.3602,330000,NEAR BAY,8.25806451612903,0.12109375,2.46236559139785,Alameda,
"368",-122.13,37.74,"41","4400","666","1476","648",5,248900,NEAR BAY,6.79012345679012,0.151363636363636,2.27777777777778,Alameda,
"369",-122.16,37.75,"46","954","161","429","154",2.925,142900,NEAR BAY,6.19480519480519,0.168763102725367,2.78571428571429,Alameda,
"370",-122.15,37.75,"40","1445","256","849","255",3.8913,126300,NEAR BAY,5.66666666666667,0.177162629757785,3.32941176470588,Alameda,
"371",-122.15,37.75,"44","1938","399","946","331",3.225,135800,NEAR BAY,5.85498489425982,0.205882352941176,2.85800604229607,Alameda,
"372",-122.15,37.74,"41","856","178","571","191",3.1458,130600,NEAR BAY,4.48167539267016,0.207943925233645,2.98952879581152,Alameda,
"373",-122.16,37.75,"24","1790","454","1137","386",2.537,107900,NEAR BAY,4.63730569948186,0.253631284916201,2.94559585492228,Alameda,
"374",-122.16,37.75,"44","617","131","378","135",2.5568,111100,NEAR BAY,4.57037037037037,0.212317666126418,2.8,Alameda,
"375",-122.15,37.74,"43","1383","275","853","272",3.5083,122000,NEAR BAY,5.08455882352941,0.19884309472162,3.13602941176471,Alameda,
"376",-122.15,37.74,"49","1325","277","764","282",3.3125,118000,NEAR BAY,4.69858156028369,0.209056603773585,2.70921985815603,Alameda,
"377",-122.16,37.75,"40","1227","294","928","261",1.8235,95200,NEAR BAY,4.70114942528736,0.23960880195599,3.55555555555556,Alameda,
"378",-122.16,37.75,"35","667","140","406","133",3.8047,94300,NEAR BAY,5.01503759398496,0.209895052473763,3.05263157894737,Alameda,
"379",-122.17,37.74,"34","1223","281","824","280",2.2917,92500,NEAR BAY,4.36785714285714,0.229762878168438,2.94285714285714,Alameda,
"380",-122.17,37.75,"37","1379","287","835","259",2.4962,91800,NEAR BAY,5.32432432432432,0.208121827411168,3.22393822393822,Alameda,
"381",-122.16,37.74,"43","1534","300","826","295",4.0417,109400,NEAR BAY,5.2,0.195567144719687,2.8,Alameda,
"382",-122.16,37.74,"46","1029","181","567","211",3.4844,129500,NEAR BAY,4.87677725118483,0.175898931000972,2.68720379146919,Alameda,
"383",-122.16,37.74,"52","771","147","355","144",4.1458,143400,NEAR BAY,5.35416666666667,0.190661478599222,2.46527777777778,Alameda,
"384",-122.16,37.74,"47","824","223","533","166",2.625,98200,NEAR BAY,4.96385542168675,0.270631067961165,3.21084337349398,Alameda,
"385",-122.16,37.74,"44","1097","239","609","215",2.0227,103100,NEAR BAY,5.10232558139535,0.217866909753874,2.83255813953488,Alameda,
"403",-122.27,37.9,"42","1650","274","645","256",5.6228,375400,NEAR BAY,6.4453125,0.166060606060606,2.51953125,Contra Costa,
"404",-122.26,37.9,"52","1927","279","705","288",7.8864,357300,NEAR BAY,6.69097222222222,0.144784639335755,2.44791666666667,Contra Costa,
"405",-122.27,37.9,"52","2079","273","684","275",7.9556,374400,NEAR BAY,7.56,0.131313131313131,2.48727272727273,Contra Costa,
"406",-122.27,37.9,"52","1803","240","572","236",6.174,358800,NEAR BAY,7.63983050847458,0.133111480865225,2.42372881355932,Contra Costa,
"407",-122.27,37.9,"52","2041","270","671","253",6.9414,417500,NEAR BAY,8.06719367588933,0.132288094071534,2.65217391304348,Contra Costa,
